PersonId,PersonName,PersonAge,CityId
7233  ,Ricardo Chirinos    ,85 ,1
7234  ,Melvin Parker       ,15 ,4
7235  ,Manuel Martínez    ,28 ,6
7236  ,Daniel Velásquez   ,72 ,5
7237  ,Danilo Bocanegra    ,84 ,2
7238  ,Iliana Portillo     ,87 ,7
7239  ,Leandro Kempe       ,64 ,3
7240  ,Melvin Gonzalez     ,105,3
7241  ,Laura Mendoza       ,101,4
7242  ,Nohelia Kempe       ,87 ,6
7243  ,Carlos Gonzalez     ,102,4
7244  ,Diego Ordoñez      ,99 ,3
7245  ,Juan Luis Guevara   ,26 ,8
7246  ,Richard Grito       ,43 ,8
7247  ,Francisco Euceda    ,2  ,1
7248  ,Enrique Chirinos    ,71 ,6
7249  ,Luis Martínez      ,53 ,4
7250  ,Alex Ordoñez       ,25 ,4
7251  ,Franklin Escobar    ,14 ,2
7252  ,Oswaldo Rovelo      ,100,4
7253  ,Osman Portillo      ,72 ,7
7254  ,Mary Escobar        ,2  ,6
7255  ,Jean Carlo Santos   ,15 ,4
7256  ,Enrique Matamoros   ,60 ,7
7257  ,Diego Velásquez    ,109,4
7258  ,Danilo Galeano      ,64 ,4
7259  ,Manuel Kempe        ,4  ,9
7260  ,David Portillo      ,76 ,8
7261  ,Nohelia Padgett     ,66 ,8
7262  ,Dennis Mejía       ,18 ,5
7263  ,Josue Rodriguez     ,12 ,7
7264  ,Ricardo Rojas       ,7  ,2
7265  ,Leonardo Rovelo     ,3  ,3
7266  ,Franklin Guevara    ,86 ,8
7267  ,Ingrid Portillo     ,92 ,6
7268  ,Mary Varela         ,4  ,6
7269  ,Erick Borjas        ,19 ,2
7270  ,Juan Luis Suazo     ,5  ,8
7271  ,Franklin Bocanegra  ,69 ,6
7272  ,Michael Pinto       ,28 ,5
7273  ,Mary Borjas         ,22 ,5
7274  ,Marcela Vargas      ,5  ,7
7275  ,Iliana Portillo     ,87 ,2
7276  ,Ana Varela          ,30 ,3
7277  ,David Figueroa      ,7  ,7
7278  ,Michael López      ,26 ,4
7279  ,Ricardo Varela      ,6  ,9
7280  ,Enrique Kempe       ,79 ,9
7281  ,Andrea Soto         ,17 ,9
7282  ,Luis Galeano        ,54 ,1
7283  ,Elne Gómez         ,21 ,2
7284  ,Luis Matamoros      ,29 ,5
7285  ,Michell Kempe       ,50 ,5
7286  ,Franklin Borjas     ,105,4
7287  ,Manuel Santos       ,18 ,1
7288  ,Danilo Gómez       ,42 ,8
7289  ,Ana Pinto           ,91 ,8
7290  ,Lester Varela       ,61 ,8
7291  ,Omar Escobar        ,77 ,4
7292  ,Laura Figueroa      ,37 ,4
7293  ,Josue Rovelo        ,14 ,7
7294  ,Ingrid Suazo        ,106,4
7295  ,Andrea Varela       ,71 ,7
7296  ,Dennis Portillo     ,16 ,3
7297  ,Jean Carlo Mejía   ,94 ,7
7298  ,Franklin Martínez  ,47 ,7
7299  ,Osman Kempe         ,43 ,3
7300  ,Ingrid Grito        ,48 ,1
7301  ,Mary Vargas         ,62 ,1
7302  ,Danilo Grito        ,86 ,9
7303  ,Laura Mejía        ,15 ,5
7304  ,Melvin Varela       ,16 ,8
7305  ,Tania Padgett       ,28 ,8
7306  ,Marcela Kempe       ,60 ,8
7307  ,Manuel Padgett      ,13 ,1
7308  ,Alex Galeano        ,21 ,4
7309  ,Richard Grito       ,59 ,1
7310  ,Leandro Mendoza     ,31 ,2
7311  ,Juan Luis Figueroa  ,46 ,2
7312  ,Ana Tabora          ,30 ,2
7313  ,Enrique Galeano     ,82 ,5
7314  ,Carl Matamoros      ,32 ,9
7315  ,Ana Mejía          ,16 ,6
7316  ,Reynod Vargas       ,72 ,3
7317  ,Leonardo Rovelo     ,57 ,8
7318  ,Omar Figueroa       ,81 ,4
7319  ,Omar Santos         ,71 ,7
7320  ,Marcela Chirinos    ,94 ,2
7321  ,Reynod Parker       ,74 ,2
7322  ,Carl Figueroa       ,32 ,9
7323  ,Ingrid Matamoros    ,48 ,1
7324  ,Tania Rodriguez     ,47 ,7
7325  ,Juan Luis Parker    ,64 ,4
7326  ,Gerardo Velásquez  ,59 ,9
7327  ,Gerardo López      ,30 ,8
7328  ,Dennis Velásquez   ,84 ,2
7329  ,Franklin Grito      ,80 ,9
7330  ,Iliana Pinto        ,102,7
7331  ,Juan Luis Borjas    ,48 ,5
7332  ,Jean Carlo Rovelo   ,84 ,3
7333  ,Erick Sosa          ,43 ,6
7334  ,Ricardo Vargas      ,104,9
7335  ,Alex Galeano        ,83 ,7
7336  ,Danilo López       ,57 ,6
7337  ,David Rodriguez     ,37 ,9
7338  ,Leandro Euceda      ,13 ,3
7339  ,Daniel Guevara      ,12 ,1
7340  ,Juan Luis Parker    ,50 ,4
7341  ,Ricardo Parker      ,2  ,6
7342  ,Tania Soto          ,50 ,8
7343  ,Miguel Mendoza      ,80 ,5
7344  ,Andrea Grito        ,35 ,1
7345  ,Michael Rojas       ,57 ,8
7346  ,Juan Luis Chirinos  ,39 ,9
7347  ,Gerardo Galeano     ,22 ,4
7348  ,Erick Tabora        ,82 ,4
7349  ,Elne Portillo       ,23 ,7
7350  ,Richard Mendoza     ,57 ,9
7351  ,Laura Mendoza       ,73 ,6
7352  ,David Rodriguez     ,72 ,5
7353  ,Mary Andino         ,85 ,7
7354  ,Carlos Kempe        ,58 ,5
7355  ,Omar Figueroa       ,71 ,1
7356  ,Elne Matamoros      ,82 ,1
7357  ,Andrea Mejía       ,37 ,6
7358  ,Michell Sánchez    ,67 ,8
7359  ,Michael Mendoza     ,55 ,6
7360  ,Ricardo Luque       ,89 ,3
7361  ,Franklin Vargas     ,1  ,2
7362  ,Iliana Andino       ,35 ,7
7363  ,Daniel Varela       ,33 ,5
7364  ,Lester Tabora       ,86 ,2
7365  ,Jean Carlo Varela   ,16 ,2
7366  ,Josue Gómez        ,54 ,8
7367  ,Nohelia Mejía      ,73 ,9
7368  ,Miguel Varela       ,41 ,2
7369  ,Marcela Santos      ,3  ,4
7370  ,Danilo Galo         ,92 ,2
7371  ,Jean Carlo Villela  ,44 ,9
7372  ,David Grito         ,92 ,4
7373  ,Mary Pinto          ,108,9
7374  ,Nohelia Villela     ,66 ,8
7375  ,Luis Sánchez       ,34 ,6
7376  ,David Rojas         ,80 ,1
7377  ,Tania Mejía        ,102,1
7378  ,Diego Tabora        ,81 ,3
7379  ,Diego Guevara       ,85 ,7
7380  ,Melvin López       ,71 ,7
7381  ,Danilo Portillo     ,110,8
7382  ,Michell Velásquez  ,103,2
7383  ,Richard Luque       ,106,1
7384  ,Jean Carlo Euceda   ,96 ,4
7385  ,Dennis Vargas       ,68 ,6
7386  ,Tania Rodriguez     ,36 ,2
7387  ,Enrique Varela      ,96 ,9
7388  ,Ana Chirinos        ,32 ,4
7389  ,Reynod Rojas        ,71 ,9
7390  ,Manuel Portillo     ,14 ,2
7391  ,Ingrid Euceda       ,83 ,6
7392  ,Francisco Mejía    ,6  ,7
7393  ,Juan Luis Villela   ,19 ,6
7394  ,Leandro Galo        ,50 ,6
7395  ,Ana Chirinos        ,55 ,1
7396  ,Daniel Soto         ,55 ,4
7397  ,Manuel Escobar      ,7  ,2
7398  ,Tania Luque         ,14 ,4
7399  ,Leandro Padgett     ,56 ,6
7400  ,Franklin Gonzalez   ,54 ,1
7401  ,Nohelia Velásquez  ,64 ,3
7402  ,Michael Parker      ,46 ,6
7403  ,Luis Rovelo         ,33 ,3
7404  ,Franklin Guevara    ,60 ,2
7405  ,Lester Guevara      ,86 ,4
7406  ,Carl Escobar        ,86 ,3
7407  ,Josue Varela        ,63 ,3
7408  ,Ricardo Portillo    ,56 ,3
7409  ,Michell Chirinos    ,51 ,2
7410  ,Osman López        ,30 ,2
7411  ,Francisco Figueroa  ,43 ,4
7412  ,Leandro Tabora      ,27 ,1
7413  ,Michael Villela     ,28 ,9
7414  ,Jean Carlo Gonzalez ,16 ,8
7415  ,Carl Tabora         ,70 ,9
7416  ,Diego Borjas        ,34 ,7
7417  ,Reynod Escobar      ,62 ,2
7418  ,Ana Sánchez        ,56 ,6
7419  ,Alex Sosa           ,33 ,8
7420  ,Jean Carlo Villela  ,7  ,4
7421  ,Erick Sosa          ,11 ,4
7422  ,Iliana Nuñez       ,15 ,8
7423  ,Ricardo Galeano     ,38 ,9
7424  ,Juan Luis Escobar   ,69 ,4
7425  ,Manuel Sosa         ,64 ,8
7426  ,Laura Bocanegra     ,17 ,8
7427  ,Erick Padgett       ,37 ,9
7428  ,Osman Andino        ,90 ,3
7429  ,Franklin Ordoñez   ,70 ,3
7430  ,Carlos Rovelo       ,3  ,2
7431  ,Franklin Pinto      ,55 ,5
7432  ,Mary Rojas          ,84 ,8
7433  ,Ana Portillo        ,64 ,1
7434  ,Andrea Euceda       ,101,3
7435  ,Michell Pinto       ,25 ,8
7436  ,Leandro López      ,30 ,2
7437  ,Manuel Euceda       ,100,8
7438  ,Osman Sánchez      ,78 ,6
7439  ,David Martínez     ,90 ,2
7440  ,Francisco Mendoza   ,37 ,4
7441  ,Enrique Luque       ,40 ,6
7442  ,Franklin Parker     ,100,8
7443  ,Lester Gonzalez     ,29 ,2
7444  ,Carlos Ordoñez     ,36 ,1
7445  ,Tania Euceda        ,37 ,8
7446  ,Dennis Gómez       ,95 ,9
7447  ,Leonardo Rovelo     ,35 ,6
7448  ,Ingrid Villela      ,104,7
7449  ,Alejandra Gómez    ,8  ,9
7450  ,Mary López         ,3  ,1
7451  ,Francisco Rojas     ,51 ,7
7452  ,David Pinto         ,82 ,1
7453  ,Alejandra Galeano   ,103,8
7454  ,Miguel Varela       ,42 ,7
7455  ,Luis Rodriguez      ,76 ,9
7456  ,Leandro Bocanegra   ,45 ,7
7457  ,Daniel Martínez    ,66 ,6
7458  ,Danilo Grito        ,54 ,8
7459  ,Luis Luque          ,27 ,6
7460  ,Gerardo Ordoñez    ,79 ,8
7461  ,Daniel Euceda       ,36 ,1
7462  ,Elne Varela         ,89 ,2
7463  ,Ricardo Rodriguez   ,16 ,3
7464  ,Carl Grito          ,21 ,7
7465  ,Oswaldo Padgett     ,32 ,9
7466  ,Nohelia Figueroa    ,19 ,1
7467  ,Mary Rovelo         ,66 ,8
7468  ,Richard Soto        ,110,2
7469  ,Dennis Euceda       ,79 ,3
7470  ,Elne Mejía         ,62 ,2
7471  ,Diego Santos        ,65 ,4
7472  ,Leonardo Ordoñez   ,36 ,9
7473  ,Melvin Escobar      ,12 ,2
7474  ,Michael Suazo       ,65 ,2
7475  ,Michell Rojas       ,1  ,5
7476  ,Carlos Velásquez   ,98 ,1
7477  ,Laura Gonzalez      ,79 ,1
7478  ,Manuel Martínez    ,6  ,8
7479  ,Franklin Luque      ,35 ,1
7480  ,Francisco Guevara   ,64 ,5
7481  ,Daniel Rovelo       ,58 ,6
7482  ,Miguel Portillo     ,80 ,8
7483  ,Ana Vargas          ,87 ,1
7484  ,Reynod Andino       ,47 ,4
7485  ,Carlos Gonzalez     ,82 ,3
7486  ,Michell Suazo       ,88 ,5
7487  ,Miguel Matamoros    ,23 ,5
7488  ,Mary Parker         ,8  ,9
7489  ,Elne Kempe          ,65 ,5
7490  ,Manuel Santos       ,20 ,6
7491  ,Richard Mejía      ,70 ,5
7492  ,Ingrid Grito        ,109,2
7493  ,Tania Parker        ,54 ,8
7494  ,Elne Soto           ,70 ,5
7495  ,Alejandra Villela   ,96 ,1
7496  ,Diego Soto          ,61 ,6
7497  ,Leonardo Bocanegra  ,6  ,2
7498  ,Gerardo Mendoza     ,14 ,3
7499  ,Omar Villela        ,80 ,4
7500  ,Ricardo Borjas      ,58 ,6
7501  ,Diego Velásquez    ,63 ,1
7502  ,Andrea Borjas       ,104,3
7503  ,Tania Luque         ,32 ,2
7504  ,Carlos Padgett      ,39 ,9
7505  ,Michell Grito       ,8  ,5
7506  ,Dennis Kempe        ,17 ,6
7507  ,Richard Santos      ,104,4
7508  ,Leandro Matamoros   ,91 ,2
7509  ,Erick Galeano       ,84 ,6
7510  ,Ingrid Pinto        ,72 ,8
7511  ,David Grito         ,5  ,8
7512  ,Marcela Figueroa    ,34 ,8
7513  ,Alejandra Rodriguez ,31 ,9
7514  ,Lester Luque        ,71 ,1
7515  ,Oswaldo Luque       ,75 ,7
7516  ,Leonardo Bocanegra  ,99 ,3
7517  ,Michell Padgett     ,87 ,1
7518  ,Melvin Santos       ,49 ,1
7519  ,Lester Tabora       ,35 ,9
7520  ,Lester Kempe        ,91 ,5
7521  ,Alex Villela        ,14 ,7
7522  ,Lester Ordoñez     ,30 ,3
7523  ,Melvin Rojas        ,102,8
7524  ,Mary Suazo          ,59 ,4
7525  ,Alex Matamoros      ,68 ,9
7526  ,Enrique López      ,27 ,4
7527  ,Francisco Sánchez  ,110,6
7528  ,Carlos Luque        ,106,5
7529  ,Elne Guevara        ,51 ,2
7530  ,Osman Tabora        ,67 ,9
7531  ,Miguel Grito        ,15 ,9
7532  ,Tania Andino        ,105,2
7533  ,Leandro Galo        ,104,9
7534  ,Carlos Galeano      ,102,5
7535  ,Melvin Portillo     ,27 ,8
7536  ,Dennis Luque        ,23 ,5
7537  ,Alex Parker         ,78 ,9
7538  ,Francisco Guevara   ,60 ,8
7539  ,Erick Euceda        ,54 ,7
7540  ,Iliana Gonzalez     ,2  ,1
7541  ,Laura Suazo         ,104,8
7542  ,Dennis Gonzalez     ,67 ,1
7543  ,Ricardo López      ,103,9
7544  ,Enrique Gonzalez    ,90 ,2
7545  ,Richard Suazo       ,100,5
7546  ,Michell Kempe       ,57 ,8
7547  ,Elne Portillo       ,51 ,0
7548  ,Miguel Borjas       ,18 ,9
7549  ,Elne Tabora         ,58 ,4
7550  ,Andrea Soto         ,5  ,6
7551  ,Marcela Borjas      ,48 ,4
7552  ,Miguel Vargas       ,40 ,2
7553  ,Carlos Parker       ,65 ,7
7554  ,Josue Padgett       ,68 ,7
7555  ,Richard Galo        ,58 ,5
7556  ,Franklin Portillo   ,37 ,1
7557  ,Juan Luis Ordoñez  ,104,2
7558  ,Michael Rovelo      ,74 ,6
7559  ,Alejandra Villela   ,102,6
7560  ,Omar Grito          ,22 ,6
7561  ,Elne Andino         ,97 ,2
7562  ,Manuel Bocanegra    ,64 ,6
7563  ,Danilo Padgett      ,27 ,8
7564  ,Luis Luque          ,6  ,3
7565  ,Luis Pinto          ,9  ,6
7566  ,Jean Carlo Borjas   ,36 ,1
7567  ,Osman Grito         ,95 ,9
7568  ,Leandro Borjas      ,110,8
7569  ,Alejandra Vargas    ,56 ,2
7570  ,Iliana Vargas       ,66 ,7
7571  ,Michell Guevara     ,106,0
7572  ,Melvin Luque        ,41 ,9
7573  ,Luis Soto           ,69 ,4
7574  ,Josue Sánchez      ,70 ,4
7575  ,Lester López       ,32 ,2
7576  ,Mary Ordoñez       ,22 ,1
7577  ,Michael Soto        ,75 ,7
7578  ,Enrique Velásquez  ,32 ,9
7579  ,Melvin Nuñez       ,71 ,5
7580  ,Mary Gómez         ,110,3
7581  ,Franklin Galeano    ,36 ,7
7582  ,Oswaldo Vargas      ,60 ,3
7583  ,Manuel Rodriguez    ,108,3
7584  ,Richard Grito       ,86 ,4
7585  ,Melvin Padgett      ,25 ,3
7586  ,David Bocanegra     ,16 ,2
7587  ,Ana Bocanegra       ,84 ,1
7588  ,Erick Nuñez        ,21 ,4
7589  ,Lester Bocanegra    ,106,9
7590  ,Lester Euceda       ,72 ,2
7591  ,Michell Velásquez  ,21 ,8
7592  ,Reynod Bocanegra    ,17 ,2
7593  ,Laura Borjas        ,62 ,8
7594  ,David Ordoñez      ,108,9
7595  ,Reynod Soto         ,39 ,1
7596  ,Alejandra Portillo  ,81 ,9
7597  ,Jean Carlo Gonzalez ,76 ,4
7598  ,Carl López         ,24 ,2
7599  ,Tania Suazo         ,61 ,4
7600  ,Luis Sosa           ,45 ,8
7601  ,Manuel Gonzalez     ,78 ,3
7602  ,Gerardo Gonzalez    ,29 ,3
7603  ,Ricardo Soto        ,96 ,5
7604  ,David Galo          ,97 ,4
7605  ,Miguel Ordoñez     ,19 ,9
7606  ,Nohelia Vargas      ,89 ,8
7607  ,Nohelia Sosa        ,70 ,9
7608  ,Erick Rovelo        ,28 ,8
7609  ,Leonardo Galeano    ,105,3
7610  ,Daniel Guevara      ,3  ,6
7611  ,Nohelia Figueroa    ,61 ,5
7612  ,Franklin Suazo      ,57 ,6
7613  ,Jean Carlo Soto     ,73 ,5
7614  ,Michael Portillo    ,98 ,5
7615  ,David Chirinos      ,41 ,2
7616  ,Miguel Sánchez     ,83 ,4
7617  ,Elne Velásquez     ,56 ,6
7618  ,Alex Figueroa       ,78 ,6
7619  ,Omar Galo           ,17 ,3
7620  ,Carl Matamoros      ,21 ,7
7621  ,Melvin Rojas        ,14 ,3
7622  ,Andrea Luque        ,27 ,6
7623  ,Michell Galo        ,110,7
7624  ,Ingrid Mejía       ,79 ,6
7625  ,Daniel Matamoros    ,10 ,7
7626  ,Melvin Grito        ,71 ,4
7627  ,Omar Padgett        ,99 ,3
7628  ,Marcela Varela      ,97 ,8
7629  ,Dennis Pinto        ,100,8
7630  ,David Luque         ,34 ,6
7631  ,Juan Luis Varela    ,95 ,5
7632  ,Elne Rovelo         ,46 ,9
7633  ,Alex Ordoñez       ,88 ,2
7634  ,Alejandra Euceda    ,54 ,9
7635  ,Omar Figueroa       ,71 ,7
7636  ,Elne Parker         ,36 ,5
7637  ,Manuel Varela       ,104,1
7638  ,Nohelia Euceda      ,7  ,4
7639  ,Iliana Chirinos     ,43 ,4
7640  ,Ingrid Bocanegra    ,94 ,1
7641  ,Carlos Chirinos     ,33 ,2
7642  ,Daniel Soto         ,48 ,6
7643  ,Luis Varela         ,77 ,7
7644  ,Erick Galo          ,43 ,3
7645  ,Luis Sosa           ,100,7
7646  ,Nohelia Rojas       ,3  ,9
7647  ,Ana Bocanegra       ,102,6
7648  ,Danilo Soto         ,30 ,4
7649  ,Osman López        ,2  ,5
7650  ,Laura Chirinos      ,38 ,4
7651  ,Melvin Varela       ,12 ,7
7652  ,Alejandra Luque     ,14 ,1
7653  ,Michael Luque       ,90 ,1
7654  ,Danilo Rovelo       ,43 ,6
7655  ,Alejandra Luque     ,107,2
7656  ,Alejandra Parker    ,98 ,4
7657  ,Carl Villela        ,92 ,3
7658  ,Gerardo Luque       ,57 ,9
7659  ,Oswaldo Nuñez      ,32 ,2
7660  ,Miguel Galeano      ,65 ,8
7661  ,Nohelia Matamoros   ,23 ,2
7662  ,Alex Santos         ,73 ,1
7663  ,Francisco Vargas    ,9  ,8
7664  ,Diego Rodriguez     ,4  ,9
7665  ,Richard Velásquez  ,14 ,9
7666  ,Iliana Villela      ,11 ,6
7667  ,Luis Nuñez         ,53 ,2
7668  ,Andrea Grito        ,66 ,6
7669  ,Josue Gonzalez      ,58 ,4
7670  ,Iliana Figueroa     ,25 ,9
7671  ,Alex Sánchez       ,107,4
7672  ,Oswaldo Galo        ,2  ,7
7673  ,Laura Soto          ,109,8
7674  ,David Bocanegra     ,52 ,1
7675  ,Jean Carlo Guevara  ,33 ,7
7676  ,Diego Padgett       ,80 ,5
7677  ,Daniel Santos       ,45 ,8
7678  ,Josue Suazo         ,87 ,4
7679  ,Franklin Padgett    ,5  ,1
7680  ,Franklin Kempe      ,39 ,9
7681  ,Luis Rojas          ,99 ,2
7682  ,Elne Luque          ,88 ,2
7683  ,Daniel Suazo        ,105,4
7684  ,Luis Nuñez         ,87 ,1
7685  ,Enrique Santos      ,42 ,2
7686  ,Melvin Villela      ,90 ,3
7687  ,Reynod Chirinos     ,47 ,4
7688  ,Leandro Parker      ,50 ,9
7689  ,Leandro Padgett     ,4  ,3
7690  ,Leonardo Euceda     ,59 ,4
7691  ,Iliana Villela      ,6  ,9
7692  ,Andrea Parker       ,49 ,3
7693  ,Diego Matamoros     ,6  ,8
7694  ,Tania Galeano       ,14 ,1
7695  ,Dennis Sánchez     ,59 ,6
7696  ,Enrique Grito       ,5  ,6
7697  ,Leandro Rodriguez   ,19 ,2
7698  ,Carl Suazo          ,5  ,2
7699  ,Diego Parker        ,14 ,7
7700  ,Michell Luque       ,89 ,2
7701  ,Luis Vargas         ,19 ,7
7702  ,Iliana Grito        ,17 ,2
7703  ,Dennis Andino       ,63 ,5
7704  ,Marcela Guevara     ,56 ,4
7705  ,Josue López        ,54 ,4
7706  ,Ana Soto            ,10 ,1
7707  ,Francisco Martínez ,107,4
7708  ,Carlos Sosa         ,35 ,2
7709  ,Franklin Padgett    ,83 ,5
7710  ,Michael Mendoza     ,14 ,2
7711  ,Gerardo Bocanegra   ,29 ,8
7712  ,Miguel Pinto        ,97 ,4
7713  ,Nohelia Vargas      ,81 ,9
7714  ,Laura Gonzalez      ,1  ,9
7715  ,David Ordoñez      ,11 ,2
7716  ,Melvin Galeano      ,42 ,7
7717  ,Gerardo Andino      ,22 ,7
7718  ,Oswaldo Parker      ,53 ,5
7719  ,Ingrid Mendoza      ,75 ,9
7720  ,Luis Sosa           ,45 ,7
7721  ,Juan Luis Galo      ,43 ,7
7722  ,Gerardo Soto        ,61 ,1
7723  ,Carlos Kempe        ,43 ,4
7724  ,Michael Rodriguez   ,72 ,7
7725  ,Melvin Ordoñez     ,91 ,2
7726  ,Laura Padgett       ,57 ,7
7727  ,Oswaldo Sánchez    ,82 ,9
7728  ,Danilo Galo         ,50 ,8
7729  ,Alejandra Soto      ,34 ,7
7730  ,Osman Matamoros     ,30 ,5
7731  ,Luis Velásquez     ,75 ,5
7732  ,Ingrid Escobar      ,69 ,2
7733  ,Ana Vargas          ,39 ,5
7734  ,Alejandra Parker    ,98 ,7
7735  ,Reynod Gómez       ,93 ,6
7736  ,Leandro Galo        ,50 ,3
7737  ,Osman Velásquez    ,17 ,2
7738  ,Oswaldo Chirinos    ,24 ,8
7739  ,Josue Galo          ,103,5
7740  ,Omar Villela        ,4  ,8
7741  ,Luis Bocanegra      ,10 ,9
7742  ,Laura Villela       ,96 ,4
7743  ,Michael Velásquez  ,98 ,6
7744  ,Lester Escobar      ,70 ,3
7745  ,Enrique Guevara     ,86 ,6
7746  ,Omar Galo           ,100,2
7747  ,Ingrid Rojas        ,106,2
7748  ,Ingrid Escobar      ,53 ,4
7749  ,Alejandra Sánchez  ,92 ,4
7750  ,Carl Varela         ,46 ,5
7751  ,Manuel Bocanegra    ,27 ,5
7752  ,Marcela Ordoñez    ,83 ,4
7753  ,Andrea Guevara      ,5  ,8
7754  ,Gerardo Parker      ,56 ,2
7755  ,Jean Carlo Guevara  ,103,1
7756  ,Josue Vargas        ,109,8
7757  ,Leandro Guevara     ,109,5
7758  ,Gerardo Gonzalez    ,88 ,3
7759  ,Luis Rodriguez      ,13 ,6
7760  ,Juan Luis Grito     ,3  ,1
7761  ,Michael Varela      ,109,5
7762  ,Francisco Vargas    ,80 ,8
7763  ,Miguel Sánchez     ,84 ,9
7764  ,Erick Rovelo        ,6  ,6
7765  ,Michael Sosa        ,60 ,3
7766  ,Dennis Suazo        ,17 ,1
7767  ,Ricardo Pinto       ,10 ,0
7768  ,Andrea Grito        ,56 ,1
7769  ,Reynod Nuñez       ,52 ,5
7770  ,Laura Luque         ,77 ,2
7771  ,Osman Guevara       ,89 ,7
7772  ,Danilo Andino       ,98 ,6
7773  ,Iliana Gonzalez     ,1  ,3
7774  ,Diego Varela        ,107,2
7775  ,Ana Kempe           ,38 ,9
7776  ,Diego Sánchez      ,67 ,3
7777  ,Michael Euceda      ,68 ,8
7778  ,Melvin Villela      ,51 ,2
7779  ,Jean Carlo Sosa     ,105,4
7780  ,Marcela Grito       ,20 ,6
7781  ,Danilo Euceda       ,62 ,4
7782  ,Ingrid Chirinos     ,40 ,4
7783  ,Alex Sánchez       ,60 ,4
7784  ,Lester Escobar      ,18 ,7
7785  ,Danilo Luque        ,64 ,3
7786  ,Ingrid Matamoros    ,26 ,3
7787  ,Osman Martínez     ,98 ,9
7788  ,Alex Portillo       ,40 ,8
7789  ,Carlos Kempe        ,88 ,5
7790  ,Francisco Mejía    ,1  ,4
7791  ,Josue Velásquez    ,10 ,1
7792  ,Melvin Pinto        ,97 ,6
7793  ,Nohelia Portillo    ,66 ,8
7794  ,Alex Soto           ,15 ,4
7795  ,Erick López        ,64 ,9
7796  ,Alejandra Guevara   ,107,4
7797  ,Gerardo Pinto       ,1  ,9
7798  ,David Figueroa      ,14 ,1
7799  ,Leonardo Portillo   ,80 ,5
7800  ,Omar Ordoñez       ,88 ,8
7801  ,Carl Sánchez       ,76 ,1
7802  ,Daniel Escobar      ,54 ,8
7803  ,Erick Varela        ,89 ,9
7804  ,Luis Velásquez     ,85 ,2
7805  ,Luis Gonzalez       ,94 ,4
7806  ,Leandro Rodriguez   ,41 ,5
7807  ,Gerardo Sánchez    ,5  ,7
7808  ,Laura Borjas        ,66 ,6
7809  ,Ricardo Borjas      ,67 ,7
7810  ,Jean Carlo Tabora   ,54 ,7
7811  ,David Galeano       ,56 ,6
7812  ,Francisco Borjas    ,42 ,6
7813  ,Francisco Velásquez,92 ,6
7814  ,David Borjas        ,41 ,9
7815  ,Luis Figueroa       ,99 ,8
7816  ,Michael Ordoñez    ,70 ,2
7817  ,Iliana Galo         ,28 ,6
7818  ,Alex Guevara        ,87 ,8
7819  ,David Euceda        ,86 ,3
7820  ,Enrique Chirinos    ,71 ,6
7821  ,Omar Figueroa       ,92 ,2
7822  ,Ingrid Rovelo       ,98 ,7
7823  ,Gerardo Nuñez      ,105,3
7824  ,Tania Rovelo        ,76 ,1
7825  ,Josue Luque         ,53 ,8
7826  ,Gerardo Andino      ,61 ,4
7827  ,Danilo Rojas        ,85 ,6
7828  ,Miguel Villela      ,44 ,1
7829  ,Nohelia Mendoza     ,22 ,0
7830  ,Richard Velásquez  ,46 ,1
7831  ,Alejandra Portillo  ,19 ,4
7832  ,Leandro Grito       ,10 ,1
7833  ,Michael Sosa        ,54 ,3
7834  ,David Ordoñez      ,57 ,3
7835  ,Ingrid Escobar      ,37 ,4
7836  ,Miguel Borjas       ,51 ,4
7837  ,Danilo Pinto        ,12 ,6
7838  ,Ingrid Padgett      ,2  ,6
7839  ,Oswaldo Escobar     ,45 ,8
7840  ,Ricardo Grito       ,78 ,6
7841  ,Juan Luis Velásquez,1  ,7
7842  ,Ingrid Sosa         ,105,8
7843  ,Tania Varela        ,4  ,6
7844  ,Leonardo Gonzalez   ,108,5
7845  ,Reynod Gonzalez     ,16 ,2
7846  ,Daniel Mendoza      ,31 ,9
7847  ,Mary Matamoros      ,90 ,2
7848  ,Osman Matamoros     ,19 ,8
7849  ,Elne López         ,72 ,6
7850  ,Leonardo Rodriguez  ,99 ,8
7851  ,Nohelia López      ,101,9
7852  ,Enrique Padgett     ,82 ,7
7853  ,Michell Rojas       ,38 ,1
7854  ,Jean Carlo Sosa     ,41 ,7
7855  ,Laura Suazo         ,16 ,4
7856  ,Elne Santos         ,51 ,3
7857  ,Michell Figueroa    ,13 ,6
7858  ,Francisco Tabora    ,90 ,5
7859  ,Gerardo Santos      ,60 ,3
7860  ,Richard Luque       ,12 ,3
7861  ,Osman Andino        ,66 ,8
7862  ,Josue Soto          ,8  ,8
7863  ,David Vargas        ,93 ,5
7864  ,Luis Galo           ,32 ,1
7865  ,Carl Chirinos       ,4  ,1
7866  ,Ana Velásquez      ,57 ,2
7867  ,Andrea Andino       ,103,7
7868  ,Oswaldo Vargas      ,8  ,7
7869  ,Oswaldo Escobar     ,4  ,8
7870  ,Franklin Martínez  ,70 ,7
7871  ,Diego Chirinos      ,94 ,1
7872  ,Leonardo Soto       ,79 ,1
7873  ,Josue Ordoñez      ,43 ,2
7874  ,Elne Soto           ,86 ,6
7875  ,Tania Galo          ,104,9
7876  ,Leandro Borjas      ,94 ,9
7877  ,Iliana Ordoñez     ,80 ,3
